index,words,jyutping,meanings,note,category_1,category_2,category_3
2006,挨屏,aai1 peng1,同“屏1”（挨：倚靠）。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2007,懶佬椅,laan5 lou2 ji2,躺椅。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2008,馬札,maa5 zaap6,摺疊式躺椅。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2009,橋凳,kiu4-2 dang3,板凳；長條凳。因其形如橋，故名。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2010,日字凳,jat6 zi6 dang3,凳面為長方形的單人木凳。因其長方凳面似日字形，故稱。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2011,凳仔,dang3 zai2,矮凳；小凳子。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2012,檯,toi2,桌子。寫字～（書桌）│食飯～（飯桌）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2013,*檯布,toi2 bou3,鋪桌布。,[重見三A9],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2014,檯檯凳凳,toi2 toi2 dang3 dang3,桌、椅、凳等的總稱。將啲～擔翻晒返去。（把桌椅凳子全都搬回去。）,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2015,高櫃,gou1 gwai6,大衣櫥；立櫃。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2016,大櫃,daai6 gwai6,同“高櫃”。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2017,企身櫃,kei5 san1 gwai6,同“高櫃”。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2018,入牆櫃,jap6 coeng4 gwai6,壁櫥。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2019,五筒櫃,ng5 tung4-2 gwai6,五斗櫥（有五個抽屜的櫃子。筒：櫃筒，即抽屜）。,[又作“五斗櫃”],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2020,*飾櫃,sik1 gwai6,有開放式櫥格或帶玻璃櫃門、可擺設飾物及工藝品等的櫃子。,[重見三D11],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2021,櫳（籠）,lung4-5,衣箱（通常為木製，較大）。樟木～。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2022,夾萬,gaap3 maan6,保險箱；保險櫃。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2023,地氈,dei6 zin1,地毯。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2024,布障,bou3 zoeng3,布幔。分隔房間用的帷幕式材料。,,三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2025,櫃筒,gwai6 tung4-2,抽屜。我張檯有三個～。（我的桌子有三個抽屜。）,[不論桌子、櫃子或其他傢俱上的抽屜都一律稱為～],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2026,箍臣,ku1 san4,【外】坐墊；靠墊。你張木梳化點解唔鋪～嘅？（你那張木沙發怎麼不鋪上坐墊？）,[英語cushion],三、人造物,三A生活用品和設施三,三A13傢俱及有關器物
2027,*電燈膽,din6 dang1 daam2,燈泡。通常指白熾燈燈泡。因燈泡其形似膽囊，故名。,[又作“燈膽”][重見一G8],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2028,光管,gwong1 gun2,管式螢光燈；燈管兒。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2029,火牛,fo2 ngau4,【喻】鎮流器。通常指用於螢光燈的鎮流器。帶有鐵芯的線圈，電抗很大。啟動時有幫助起燃作用；放電後可限制電流在一定的範圍內。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2030,士撻膽,si6 taat1 daam2,【外】螢光燈啟輝器；繼電器。由裝有熱雙金屬片的氖管和小電容組成，接在螢光燈啟動電路中。,[英語starter],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2031,雪櫃,syut3 gwai6,電冰箱；大型冰櫃。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2032,焗（焅）爐,guk6 lou4,烤爐。烘烤食品的電氣器具（焗：悶）。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2033,電飯煲,din6 faan6 bou1,電鍋。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2034,風扇,fung1 sin3,電扇。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2035,鴻運扇,hung4 wan6 sin3,轉葉電扇。帶斜向送風葉片的電扇，送出的風力柔和，接近自然風。,[“鴻運”是廣州最早推出這種電扇時使用的商標。],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2036,風筒,fung1 tung4-2,筒音桶。電熱吹風器；電吹風。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2037,燙斗,tong3 dau2,熨斗（現一般指電熨斗）。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2038,隨身帶,ceoi4 san1 daai3,【俗】可擕式收錄機。因可隨身攜帶，故名。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2039,卡式機,kaa1 sik1 gei1,【外】盒式收錄機。,[“卡式”為英語cassettetaperecorder的省譯],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2040,咪,mai1,【外】傳聲器；麥克風。,[英語microphone簡作mike，普通話“麥克風”是全稱的音譯，廣州話“～”是其簡稱的音譯],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2041,咪頭,mai1 tau4,同“咪”。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2042,咪高峰,mai1 gou1 fung1,【外】傳聲器。,[英語microphone。參見“咪”],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2043,唱碟,coeng3 dip6-2,唱片。因其形如碟，故名。密紋～（高密度槽紋唱片）│鐳射～,[又簡作“碟”],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2044,大碟,daai6 dip6-4,同“唱碟”。,,三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2045,身歷聲,san1 lik6 sing1,【外】身歷聲。我臺電視機有～嘅。（我的電視機是有身歷聲的。）,[英語stereo的音譯而兼顧意譯],三、人造物,三A生活用品和設施三,三A14家用電器、音響設備
2046,*制1（掣）,zai3,泛指電源、自來水、煤氣等的開關。電燈～│水～[重見三A8、七A18】,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2047,大制（掣）,daai6 zai3,總開關。打～（合上總閘）│閂～（關上自來水總開關）。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2048,鮑魚制（掣）,baau1 jyu4 zai3,總開關電閘。因其形如鮑魚，故名。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2049,光暗制（掣）,gwong1 am3 zai3,燈具上可調節光線強弱的開關，實際上是電流流量控制器。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2050,拖板,to1 baan2,活動插座。因帶有較長電源線，可以拉到不同地方，所以稱“拖”。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2051,插蘇,caap3 sou1,【外】插頭。電視機～│電燙鬥～,[“蘇”為英語socket的音譯],三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2052,表士,biu1 si6-2,【外】保險絲。,[英語fuse],三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2053,火線,fo2 sin3,電源正極線。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2054,水線,seoi2 sin3,電源負極線；回路線。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2055,地線,dei6 sin3,接地線。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2056,拖線,to1 sin3,接地線。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2057,電表,din6 biu1,電度表。北方俗稱“火表”，亦稱“千瓦時計”。累計電能的儀表。交流電度表的結構常為感應式，分單相及三相兩種類型；單相表一般用於照明用戶，三相表用於電力用戶。直流電度表多為電動式結構。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2058,喉管,hau4 gun2,水管（包括金屬和塑膠、橡膠等所製）。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2059,水喉通,seoi2 hau4 tung1,水管（一般指金屬的）。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2060,水喉,seoi2 hau4,①水龍頭。自來水管上放水口處的小閥。②水管。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2061,水喉制（掣）,seoi2 hau4 zai3,水龍頭。,[又作“水制（掣）”],三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2062,街喉,gaai1 hau4,①設在馬路邊或巷子裡的公用水龍頭。現已少見，舊城區偶有遺存。②馬路上的自來水管，一般較粗。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2063,煤氣喉,mui4 hei3 hau4,輸送煤氣的管道。骨幹通常掩埋於地底。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2064,電燈杉,din6 dang1 caam3,電線桿。過去電線桿多以杉木等木材做成，故名。,,三、人造物,三A生活用品和設施三,三A15用電設施、水暖設施
2065,墨水筆,mak6 seoi2 bat1,鋼筆。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2066,原子筆,jyun4 zi2 bat1,圓珠筆。,[普通話舊亦稱～，廣州話沿用至今],三、人造物,三A生活用品和設施三,三A16文具、書報
2067,墨筆,mak6 bat1,毛筆。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2068,蟹爪筆,haai5 zaau2 bat1,小楷毛筆。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2069,筆嘴,bat1 seoi2,（鋼筆、圓珠筆等的）筆尖兒。～倔咗。（筆尖兒禿了。）,,三、人造物,三A生活用品和設施三,三A16文具、書報
2070,筆錔,bat1 taap3,錔音塔，又讀第2聲。（鋼筆、圓珠筆、毛筆等的）筆套。支筆冇咗～。（這支筆沒了筆套。）,[錔文讀daap6],三、人造物,三A生活用品和設施三,三A16文具、書報
2071,間尺,gaan3 cek4-2,文具尺；小型直尺。這是據其用途而命名（間：畫直線）。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2072,萬字夾,maan6 zi6 gaap3-2,迴紋針。因其可用以夾住多張紙（“萬字”形容紙上的字多），故稱。大號～。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2073,撳釘,gam6 deng1,圖釘。通常用手摁，故稱（撳：摁）。彩色～。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2074,鉛筆刨,jyun1 bat1 paau6-2,捲筆刀。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2075,膠擦,gaau1 caat3-2,橡皮（擦鉛筆跡的文具）。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2076,粉擦,fan2 caat3-2,粉筆擦子；黑板擦子。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2077,字紙籮,zi6-1 zi2 lo4-1,廢紙簍。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2078,簿,bou6-2,本子。英語～│筆記～│一本～,[與普通話無大不同，但普通話口語罕用，而廣州話常用],三、人造物,三A生活用品和設施三,三A16文具、書報
2079,拍紙簿,paak3 zi2 bou6-2,【外】白紙本子。紙頁上沒有印刷格子或行距，通常用於起草、畫畫、筆算等。,[英語pad],三、人造物,三A生活用品和設施三,三A16文具、書報
2080,公仔書,gung1 zai2 syu1,小人書；連環圖。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2081,通勝,tung1 sing3,【婉】通書；舊式曆書。,[廣州話“書”、“輸”音同，避諱改稱“勝”],三、人造物,三A生活用品和設施三,三A16文具、書報
2082,新聞紙,san1 man4 zi2,【舊】報紙。,,三、人造物,三A生活用品和設施三,三A16文具、書報
2083,馬經,maa5 ging1,鄰工有關賽馬的專門報刊。刨～。（啃賽馬報刊。）,,三、人造物,三A生活用品和設施三,三A16文具、書報
2084,士擔,si6 daam1,【外】【舊】郵票。,[英語stamp],三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2085,甫士咭,pou2 si6 kat1,【外】明信片。去外地旅行，佢會買翻啲～做紀念。（到外地旅行，他會買點兒明信片作紀念。）,[英語postcard],三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2086,信咭,seon3 kat1,明信片。,[“咭”為英語card的音譯],三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2087,信肉,seon3 juk6-2,信瓤兒（肉：內含物）。封信做咩冇～嘅？（這封信怎麼沒信瓤兒？）,,三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2088,*大哥大,daai6 go1 daai6,移動式手提無線電話機。～喺廣東嘅普及率最高。（移動式手提無線電話機在廣東的普及率最高。）,[重見一E3],三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2089,CALL機,ko1 gei1,【外】BP機，無線電尋呼機。,,三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2090,BB機,bi1 bi1 gei1,BP機。,,三、人造物,三A生活用品和設施三,三A17通郵、電訊用品
2091,電筒,din6 tung4-2,手電筒。,,三、人造物,三A生活用品和設施三,三A18其他日用品
2092,電芯,din6 sam1,電池；化學電池。,,三、人造物,三A生活用品和設施三,三A18其他日用品
2093,電,din6,電池（衹用於數量詞後面）。兩嚿～（兩節電池）,,三、人造物,三A生活用品和設施三,三A18其他日用品
2094,*塔（鈦）,taap3,鎖（一般指明鎖）。,[重見七B4],三、人造物,三A生活用品和設施三,三A18其他日用品
2095,鎖匙,so2 si4,鑰匙。,,三、人造物,三A生活用品和設施三,三A18其他日用品
2096,遮,ze1,傘。,[“傘”與“散”同音相忌，改稱“～”，以其作用在遮擋風雨陽光等],三、人造物,三A生活用品和設施三,三A18其他日用品
2097,縮骨遮,suk1 gwat1 ze1,摺疊傘（骨：傘枝）。,,三、人造物,三A生活用品和設施三,三A18其他日用品
2098,遮骨,ze1 gwat1,使傘撐開的幅狀傘枝。,,三、人造物,三A生活用品和設施三,三A18其他日用品
2099,*葵扇,kwai4 sin3,蒲扇。,[重見三A19],三、人造物,三A生活用品和設施三,三A18其他日用品
